p1,472.4318452,133.6371382,1
p2,392.2136502,248.151058,1
p3,185.2315885,128.9117615,0
p4,175.55318,234.3734208,0
p5,199.9021337,373.492265,2
p6,210.3179702,126.4837228,0
p7,440.0877346,119.7189287,1
p8,427.0735071,244.6965292,1
p9,225.5331324,414.4396727,2
p10,208.1526031,128.1146713,0
p11,384.9376385,169.0229552,1
p12,246.7964482,150.7003479,0
p13,332.7808489,402.5364316,2
p14,193.5193656,199.9257656,0
p15,156.7963405,198.648015,0
p16,251.2239365,360.8610687,2
p17,195.2320983,159.6593103,0
p18,272.6518396,376.6356378,2
p19,456.5022059,103.4202907,1
p20,226.6394022,298.3587063,2
p21,450.0493817,165.3821405,1
p22,334.9378212,336.0112521,2
p23,274.0561063,400.6817484,2
p24,447.9613494,139.6670165,1
p25,240.0753193,397.8604211,2
p26,428.2549966,123.4613322,1
p27,415.1036327,151.163236,1
p28,179.9894817,150.8593673,0
p29,395.9947433,120.2049488,1
p30,156.8881148,144.5829014,0
p31,205.6824014,200.8545053,0
p32,351.5926074,364.709405,2
p33,218.5096788,136.6996887,0
p34,345.6647478,357.4897335,2
p35,165.9248266,188.624596,0
p36,508.7315668,119.9458685,1
p37,193.1873973,215.5209814,0
p38,269.5966445,324.4998547,2
p39,158.7161878,205.6141919,0
p40,427.2058148,79.01290717,1
p41,124.3617333,95.32559611,0
p42,347.6677998,394.6342471,2
p43,375.9826773,346.0059668,2
p44,407.4087426,254.7514278,1
p45,171.2214233,131.7231437,0
p46,237.427735,177.2698618,0
p47,461.399177,201.1261978,1
p48,127.9337647,111.6873559,0
p49,225.262177,188.7415286,0
p50,310.8509202,354.3713065,2
p51,210.1100164,180.5548735,0
p52,201.5491219,139.6204748,0
p53,379.2080108,148.2900906,1
p54,222.8685695,211.7974189,0
p55,277.5817633,418.8139725,2
p56,303.7143839,341.0221949,2
p57,459.8158245,112.8561226,1
p58,300.3776653,371.5755022,2
p59,452.2975255,105.9103615,1
p60,491.3082444,130.0137194,1
p61,413.8315391,180.6822746,1
p62,218.9873321,124.5954375,0
p63,151.1419269,139.5824107,0
p64,308.3629837,357.6672271,2
p65,314.5145248,314.3278744,2
p66,195.9111928,154.2420573,0
p67,194.1033782,145.8703562,0
p68,462.4579062,136.8133322,1
p69,255.6606255,388.5867487,2
p70,188.3517659,130.9910374,0
p71,149.9591381,206.641314,0
p72,183.5173732,152.3615268,0
p73,436.4744475,148.5605618,1
p74,469.3499155,192.3200926,1
p75,169.6936258,176.8072341,0
p76,139.4001843,119.4617778,0
p77,209.0133451,343.4415014,2
p78,208.9305586,211.458706,0
p79,472.0372088,114.3748502,1
p80,425.5503836,166.5986236,1
p81,302.4003079,383.4904137,2
p82,152.4201623,156.9501086,0
p83,407.1631894,211.5280269,1
p84,170.3743574,356.2329274,2
p85,348.9093284,360.1968164,2
p86,455.6588282,195.4657042,1
p87,205.4310166,153.3538744,0
p88,170.5239796,122.2845597,0
p89,163.3400462,116.1426817,0
p90,274.3316532,157.8528243,0
p91,183.2522545,237.8148454,0
p92,289.6030321,396.6899529,2
p93,446.8088661,170.1081736,1
p94,256.3943829,381.1965814,2
p95,230.3688966,200.9842271,0
p96,218.2735971,178.8329194,0
p97,360.8818995,387.7496592,2
p98,215.4611198,149.755864,0
p99,448.4212182,245.7318572,1
p100,201.2906119,121.0410666,0
p101,297.6767122,365.3502855,2
p102,498.7162452,115.9689407,1
p103,247.6652132,346.0484598,2
p104,482.1816522,153.5844958,1
p105,461.9454521,133.1676622,1
p106,452.4645114,209.6210984,1
p107,177.7455359,130.4052416,0
p108,485.0936843,150.8375042,1
p109,453.1721877,146.0101037,1
p110,440.0088786,194.0842341,1
p111,394.2379113,238.3618046,1
p112,248.2674133,444.1323441,2
p113,286.0057671,364.3305069,2
p114,312.2610501,354.68649,2
p115,189.8514857,209.0869284,0
p116,386.2623887,216.6811153,1
p117,215.0720264,304.0820989,2
p118,191.5277107,209.233241,0
p119,476.8379061,123.1109275,1
p120,243.7320822,405.8351285,2
p121,166.515772,122.0652427,0
p122,219.433701,201.09656,0
p123,340.150448,336.7487542,2
p124,240.9299163,373.1320937,2
p125,449.3337528,123.6035047,1
p126,472.827732,137.7632102,1
p127,172.9189911,152.7774937,0
p128,383.5540502,362.5178706,2
p129,461.3606387,153.7123543,1
p130,430.7537787,129.591844,1
p131,464.9194386,141.5251294,1
p132,300.1531315,385.7430743,2
p133,316.9789191,361.186335,2
p134,297.149666,314.3375408,2
p135,133.4669386,81.90418158,0
p136,161.2397449,229.3995566,0
p137,425.0925975,224.9762528,1
p138,441.0238442,163.0659101,1
p139,476.8300339,123.3374492,1
p140,369.5825141,368.0302494,2
p141,186.3417689,172.2669921,0
p142,179.3378075,193.9182085,0
p143,444.2807777,234.1517687,1
