p1,153.6994559,94.38150623,1
p2,168.9641943,103.0666876,1
p3,205.4323163,303.1142003,0
p4,244.5927379,69.33645064,4
p5,200.6516447,248.1836096,0
p6,292.2040136,338.4352306,0
p7,358.6657802,243.2768432,3
p8,399.9130966,296.2586315,3
p9,366.6833009,294.2944729,3
p10,99.95594151,350.1981196,2
p11,64.99601696,247.8843112,2
p12,235.2548196,324.2996575,0
p13,268.1154023,77.93450756,4
p14,380.9644412,155.262481,4
p15,160.2849835,244.4786285,0
p16,289.2772639,322.4348892,0
p17,160.3778012,243.5494664,0
p18,189.546646,297.7035177,0
p19,269.3497187,99.20120182,4
p20,311.4783905,91.9125911,4
p21,167.011985,123.0078043,1
p22,271.3086726,84.94837005,4
p23,382.9604992,174.6126497,4
p24,104.8977006,338.2884871,2
p25,379.8116097,274.707948,3
p26,344.6614019,234.1909247,3
p27,347.1797013,267.4498275,3
p28,264.3678456,288.5032069,0
p29,147.1267077,219.330921,0
p30,145.6091783,355.8215223,2
p31,138.0033663,336.8503071,2
p32,191.863544,392.4884035,2
p33,460.071342,385.1157794,3
p34,248.5192041,345.6537781,0
p35,212.3836643,44.71605322,4
p36,144.3985104,362.5310451,2
p37,182.4229646,103.970937,1
p38,99.82572869,344.6273503,2
p39,439.7220551,239.6764318,4
p40,262.2301663,81.16158907,4
p41,159.8677742,396.0080728,2
p42,144.1742527,100.8464405,1
p43,360.7408935,184.7949311,4
p44,304.5981608,77.53998308,4
p45,391.275311,282.162109,3
p46,325.4179232,278.2557617,3
p47,252.5745531,358.6060989,0
p48,215.2112893,288.7537088,0
p49,438.2422788,360.4630167,3
p50,210.5774431,144.8498378,1
p51,270.1443943,68.56453806,4
p52,416.8896668,315.2057983,3
p53,277.037539,95.77549323,4
p54,127.338956,161.7377452,0
p55,336.0339229,242.7547547,3
p56,367,168,4
p57,52.02288131,253.8784836,2
p58,55.18790769,286.076561,2
p59,228.2335397,279.9426594,0
p60,201.4979489,240.2182138,0
p61,305.2307138,135.0339246,4
p62,431.3884451,364.5674186,3
p63,130.9625716,340.4785695,2
p64,356.2699315,131.8676105,4
p65,451.9494155,342.4430135,3
p66,175.3413919,219.6802459,0
p67,394.1069777,276.7801756,3
p68,274.0390289,105.8938377,4
p69,248.1454571,324.4383838,0
p70,128.4012842,42.71927852,1
p71,303.7360376,179.6364036,3
p72,87.26666933,290.8019659,2
p73,202.1118625,391.1787232,2
p74,135.8655633,48.80642087,1
p75,246.3774618,403.477074,2
p76,150.4541167,353.5000138,2
p77,150.0798825,400.8167226,2
p78,52.9651137,266.7847645,2
p79,69.74206481,280.7089118,2
p80,223.2299002,312.1029158,0
p81,40.23347495,249.5479397,2
p82,405.9548226,327.084461,3
p83,164.7486327,381.543527,2
p84,139.6727564,363.7439458,2
p85,247.5178627,47.7898411,4
p86,392.1738427,284.5618142,3
p87,269.4890428,319.8427058,0
p88,187.0112993,419.1568496,2
p89,127.0479831,68.37631824,1
p90,206.5941389,153.5598483,1
p91,220.8243586,427.4796172,2
p92,231.3949758,424.5993491,2
p93,161.2671902,389.6750433,2
p94,210.1580372,302.8548764,0
p95,107.4676842,182.6975213,0
p96,356.9321353,169.5241091,4
p97,423.2713165,326.2549114,3
p98,362.731231,130.9714752,4
p99,189.9042144,147.8931591,1
p100,343.8623123,234.167812,3
p101,110.0164598,78.4044623,1
p102,376.0425366,290.6196353,3
p103,374.0240794,150.6165012,4
p104,264.2780446,284.1522928,0
p105,386.8559459,155.7032068,4
p106,387.2204542,190.3822041,4
p107,197.9118748,236.0368894,0
p108,252.0578761,356.3327185,0
p109,384.274456,146.1760703,4
p110,148.6766153,205.593015,0
p111,148.7027819,233.8326514,0
p112,402.9877636,223.9674478,4
p113,187.2966029,260.696071,0
p114,103.2667886,334.2438663,2
p115,293.133015,63.95172891,4
p116,208.9881897,412.074057,2
p117,90.96802893,328.4591808,2
p118,379.5008242,306.0450257,3
p119,414.1002079,221.2175136,4
p120,444.64317,360.9462385,3
p121,179.4844892,131.5982968,1
p122,289.0147698,91.59531537,4
p123,360.3587674,152.9849213,4
p124,370.3293753,146.3172241,4
p125,212.6466784,292.04855,0
p126,343.6709788,116.6210668,4
p127,334.980934,100.7082444,4
p128,397.5424626,150.5915074,4
p129,255.730852,307.3542045,0
p130,373.6539337,287.5027472,3
p131,196.1188286,132.766281,1
p132,266.5422252,333.6558086,0
p133,117.5733273,299.070381,2
p134,396.1974908,198.1667045,4
p135,450.5978751,351.3123979,3
p136,106.6740421,313.5291653,2
p137,164.3237984,217.8338444,0
p138,389.5979932,318.2681976,3
p139,268.9983435,73.46771988,4
p140,308.8847338,146.9021634,4
p141,160.5240413,343.4683934,2
p142,254.1825061,289.527997,0
p143,279.2070957,85.37699882,4
p144,364.7975857,292.8500009,3
p145,164.8901999,126.9536797,1
p146,143.5685546,215.1629818,0
p147,413.7726191,191.0814914,4
p148,167.0937796,204.590318,0
p149,498.6576018,396.3488434,3
p150,198.2794327,151.14661,1
p151,166.8050782,349.4297407,2
p152,86.26099612,292.4210532,2
p153,360.7062058,176.4823921,4
p154,271.9086383,176.996871,3
p155,290.4896837,225.3145624,3
p156,464.110788,231.3488104,4
p157,231.4143087,265.590637,0
p158,171.8407451,97.004901,1
p159,188.3471166,260.0956116,0
p160,191.8608345,150.6426158,1
p161,125.2406902,47.30162028,1
p162,187.1601994,113.1400031,1
p163,268.9059031,139.3747085,4
p164,168.2685678,382.3470192,2
p165,366.6763608,303.0590608,3
p166,109.0990377,183.585225,0
p167,376.8937896,306.9585323,3
p168,337.9518364,255.2994175,3
p169,369.9943383,146.8661856,4
p170,169.612586,240.3591163,0
p171,353.6102328,143.9355909,4
p172,173.3760413,384.4234011,2
p173,298.265599,112.8913368,4
p174,301.0844145,183.7031012,3
p175,253.2000278,352.7303143,0
p176,301.4160814,312.1839293,0
p177,179.917459,278.7261314,0
p178,314.9893829,395.681781,0
p179,493.8106474,404.1546626,3
p180,178.2493064,154.9826768,1
p181,85.04355812,339.4061762,2
p182,239.2245059,182.0687544,1
p183,348.8158211,240.147814,3
p184,314.3889295,105.0286863,4
p185,342.7654833,152.8172827,4
p186,298.8709577,198.4720658,3
p187,249.7403568,359.4337443,0
p188,449.9080442,374.9057412,3
p189,247.384416,316.3767217,0
p190,134.0243044,82.65760242,1
p191,353.8357208,263.633355,3
p192,363.7554962,123.1682931,4
p193,149.8496552,106.4677242,1
p194,387.7410089,180.338918,4
p195,434.5088707,231.4796218,4
p196,171.8145689,380.1298709,2
p197,143.0645658,94.56431009,1
p198,118.7007196,66.20770734,1
p199,407.8969891,280.8938861,3
p200,327.0205244,106.5514089,4
p201,417.7328717,258.6156362,4
p202,392.6162591,147.7537069,4
p203,423.1250018,247.9663272,4
p204,194.382607,134.7923959,1
p205,100.2903174,276.0861011,2
p206,348.0959525,260.5780562,3
p207,161.695937,72.7783525,1
p208,161.1114408,348.0953716,2
p209,196.7704154,163.5032342,1
p210,373.6161037,172.9205326,4
p211,284.5855062,86.64881642,4
p212,287.5652081,205.2118063,3
p213,167.5299227,258.3665198,0
p214,381.6056223,272.9294041,3
p215,325.5901511,125.2735592,4
p216,197.474982,442.3438068,2
p217,485.1686818,395.2871457,3
p218,136.614553,74.40060851,1
p219,202.3554281,283.1237949,0
p220,213.5990304,431.7167804,2
p221,139.6878772,99.42411646,1
p222,208.139578,292.2053133,0
p223,344.3312469,227.3567984,3
p224,397.445263,212.4507765,4
p225,188.8291299,283.5778979,0
p226,189.9248087,377.548178,2
p227,186.3970938,275.82683,0
p228,379.2574594,177.1454454,4
p229,133.3507459,366.5035383,2
p230,392.0044651,288.5085884,3
p231,216.4008377,118.6729076,1
p232,270.9665764,77.20769446,4
p233,179.6978663,239.58391,0
p234,169.2501956,412.7874706,2
p235,152.3596007,349.2175639,2
p236,365.7052737,273.7955191,3
p237,396.4699553,191.4321325,4
p238,196.4455192,98.83444569,1
p239,175.4466172,250.7548697,0
p240,400.3813514,335.0212456,3
p241,230.7657554,414.9513149,2
p242,478.4760105,393.0641817,3
p243,276.1149594,346.5794281,0
p244,237.2147101,70.32336915,4
p245,343.1725494,240.2911874,3
p246,342.5045925,153.4711178,4
p247,403.6548027,353.4745668,3
p248,310.8743993,118.8660738,4
p249,359.9763984,294.9946975,3
p250,376.9824047,295.1790052,3
p251,454.4209755,240.0677659,4
p252,137.7487578,326.7119589,2
p253,181.0299485,74.20947052,1
p254,161.2544465,397.3705156,2
p255,181.0120597,235.0201918,0
p256,326.8649278,242.6245349,3
p257,194.9816963,389.2375344,2
p258,157.0325341,96.39804672,1
p259,151.3681365,403.4302995,2
p260,366.3971963,172.7730364,4
p261,290.8467126,331.9678923,0
p262,134.6752745,206.8904988,0
p263,76.13378571,337.3526428,2
p264,423.3173782,201.0262748,4
p265,211.245664,309.9543828,0
p266,66.44086453,280.6328524,2
p267,166.1384619,410.4839121,2
p268,148.8071998,353.3453127,2
p269,205.3000604,398.7173977,2
p270,465.4456345,360.8388025,3
p271,389.7902089,296.8441575,3
p272,188.2909962,165.5290806,1
p273,489.4539407,406.1804782,3
p274,402.4970701,193.3602691,4
p275,311.7953986,208.2268207,3
p276,410.5461694,180.6589721,4
p277,197.2708092,439.3618043,2
p278,167.1478144,241.6251222,0
p279,370.9972383,301.2108011,3
p280,300.2440283,131.4562305,4
p281,340.2563009,259.1898001,3
p282,302.0420053,122.8821927,4
p283,274.8681868,96.48335842,4
p284,358.8865857,296.8052883,3
p285,272.5781671,288.641796,0
p286,265.7830275,92.12107429,4
p287,116.0978019,150.9071283,0
p288,178.538537,231.0663847,0
p289,160.0804983,338.0204822,2
p290,364.0481591,258.8495806,3
p291,138.2684289,200.5247735,0
p292,95.00961106,56.1466308,1
p293,95.0462696,343.6178169,2
p294,91.10847802,320.7265046,2
p295,142.8041126,98.07040029,1
p296,259.9676858,85.6924701,4
p297,212.2110515,156.6171939,1
p298,191.7537691,259.9023208,0
p299,390.2675392,142.9120459,4
p300,298.0262853,108.7873685,4
p301,300.119248,98.81049502,4
p302,207.5780176,130.3454825,1
p303,281.6130119,124.414165,4
p304,162.454629,273.7702325,0
p305,141.0274293,70.43170497,1
p306,329.4364094,256.6445526,3
p307,126.7366858,329.1522635,2
p308,116.4375103,353.9224035,2
p309,475.2210217,394.6633474,3
p310,228.766056,434.8693686,2
p311,181.5497985,133.2587438,1
p312,300.581159,378.5853785,0
p313,317.0696929,107.0073931,4
p314,246.9629906,37.59994109,4
p315,182.501769,117.5793475,1
p316,412.9751906,326.7576361,3
p317,392.0593074,187.5768719,4
p318,112.0469708,335.5482321,2
p319,263.0185436,331.8781301,0
p320,356.5612928,126.3033221,4
p321,352.6842134,320.3930114,3
p322,398.8316494,197.7137415,4
p323,157.2280957,239.0317955,0
p324,246.2510267,189.0772141,1
p325,451.9543731,217.0538675,4
p326,323.3992153,151.6056134,4
p327,468.9059191,363.4760753,3
p328,305.1132757,323.0627989,0
p329,233.6668988,403.9555587,2
p330,196.0800934,264.6818248,0
p331,491.8736058,404.3914946,3
p332,88.13895809,71.77175374,1
p333,74.05210891,275.1368652,2
p334,409.4575521,301.8884366,3
p335,211.9325824,308.5862678,0
p336,403.0036435,305.1393498,3
p337,168.0387871,131.0142554,1
p338,421.2170232,304.1977036,3
p339,169.8290578,129.7265334,1
p340,349.3072047,264.4478692,3
p341,422.6411849,356.3517243,3
p342,89.23042799,286.0571489,2
p343,354.874338,318.774954,3
p344,135.3857284,314.5576318,2
p345,75.74004092,236.4724693,2
p346,83.37535596,272.6626786,2
p347,286.7983192,233.5475824,3
p348,120.1149167,199.2480985,0
p349,407.5218501,292.9386102,3
p350,361.9972241,141.5294136,4
p351,129.0356406,161.0121566,0
p352,108.1463987,333.4520703,2
p353,119.5200483,318.0036784,2
p354,240.2030222,415.7558858,2
p355,398.1403925,204.9979374,4
p356,114.3527101,308.5247656,2
p357,362.6932304,267.3839306,3
p358,145.7913217,367.5640591,2
p359,255.807753,312.3241947,0
p360,159.3617991,201.8144356,0
p361,425.4149051,315.5184257,3
p362,171.4760249,274.7437049,0
p363,293.8260544,90.28856209,4
p364,92.92474665,350.785141,2
p365,223.5115368,312.4285904,0
p366,99.23894399,304.3433225,2
p367,77.54066516,344.5470742,2
p368,412.6188559,195.0151787,4
p369,217.2597188,413.8923491,2
p370,177.303464,123.4652469,1
p371,173.5066165,369.887125,2
p372,345.0795413,243.3137951,3
p373,210.9835191,400.6059592,2
p374,257.9132089,63.61723747,4
p375,210.2784663,417.8592059,2
p376,192.9842546,150.6151353,1
p377,153.8957794,269.247165,0
p378,191.6785481,130.0450848,1
p379,137.7339275,256.2402573,0
p380,129.8744664,340.971751,2
p381,227.388019,269.4441648,0
p382,275.1371298,193.1954052,3
